ReviewerName,ReviewTitle,Reviews,Rating
Michele Harris,My Firestick,I have bought and returned 4 of these Amazon firesticks. I returned all of them for a replacement. The same thing keeps happening. I put a show on and I get NO VIDEO. I feel like its the 1970's when we only had 3 channels.I am very disappointed.,5
Merrill,Alexa on the device sucks big time. It disconnects my Fire TV from my TV.,"Whenever I use my voice to search something, the Fire TV operating system crashes and then the screen says ""No Signal"" or takes me to another HDMI slot on my TV.It then fails to come back to Fire TV homescreen.At times, I had to unplug (remove power source as well) my Fire TV stick and then stick it back again just to make sure that it works.Scarring experience as I avoid using my voice to search anything on this device as I am 100% sure that there is some software issue and Instead of getting the relevant search results, Alexa will disconnect my device.",3
Mark R. Wietstock,Good while it lasted…which wasn’t very long,It was good while it lasted. Which was unfortunately only 6 weeks. The remote completely drains the batteries in about 3 hours and then dies. After about 6 batteries I just stopped replacing them. Tried every troubleshooting option possible and nothing help. Had to download the Fire TV app which is a pain because sometimes it doesn’t even connect to the device.,1
Amazon Customer,Worthless,"Bought the new one & it's not one bit better. Live tv is the worse, constant freezing & loss of audio. Prime tv is not worth the hassle. Always buffering & I have the fastest Cox cable, top notch modem & router. I don't need this aggravation.",1
Texun,Amazon is selling a know defective product,"Just had a horrible experience trying to get a replacement for the defective unit I was delivered, only to have Ryley let me know that their supervisor said that the remote not pairing is a ""known issue"", they wouldn't process a REMOTE replacement (when I asked for a full unit one), and that my inability to pair would be forwarded to the tech team.THAT was the response I was given before I had to fight for a refundUtterly unacceptable that Amazon sells a known defective product and the entire experience I had with Ryley was completely dismissive and took 20 minutes to get my refund.I should also mention that I was put into an infinite loop while trying to process a refund myself and was forced into talking to someone to get a resolution (which was a horrible experience)Would give a 0 if I could",1
Jeff Bendel,Can't control AVR and TV at the same time.,"This unit may be defective.  I have other Firesticks that work with AVRs and TVs but I'm returning this one.  My old STD DEF unit works fine.This unit could set the AVR for control but as soon as you turned the TV on it reset.  There might be a clash in AVR and TV codes that tickles something in this unit but I have no way to know.BTW, I have three 4k Firesticks and one STD DEF.  All work fine and are 5-star in my opinion.",1
Luke Shilling,Ruined my $600 LG tv,Installed the 4k Fire stick and my screen began blinking on and off repeatedly!  Researched and found this is an issue and tried several fixes.  None of them worked and now I cannot watch tv!.  I had zero problems with this tv until I installed this stick.  Now I am stuck without recourse.  I also would like to note that I previously had a Fire tv box….an older one…… that I was replacing with the stick.  It had worked fine for several years.  I also own 2 other Fire tv sticks for my other tvs and there have been no issues.  I am so disappointed and angry that large tv is ruined.,1
Buckeye HD Rider,Remote Issues,I purchased this as a replacement for an older device whose remote quit working. The remote for this device is now not working. It is draining batteries and requires new batteries daily. Apparently it is a known problem to their tech group but it is an expensive problem and a huge inconvenience since the remote unpairs about 50% of the time this happens. Trying to find out if it isolated to the 4K or if it’s happening to all versions. Steer clear of this until it’s corrected.,1
Bishy,Worthless device...almost as worthless as Amazon customer service.,Device freezes and drops out every 15 to 20 minutes. Have to unplug from power source and re-boot constantly. Tried to start a return to exchange it for a new device and customer service just sends me in an endless loop back to the original return process repeatedly asking for the same information. I replaced an old fire tv box (had it for 7+ years with no issues) with the stick and will be going back to the old box.,1
Jo Perry,Faulty Remote,We keep having to replace the batteries in the remote very often. Not sure if this is a manufacturing fault but ive noticed this complaint with the newer generation of fire stick. Not sure how to get it replaced!,1
Jason Mairs,Issues with it giving a dead battery notice every 18 hours,Never had an issue with any of my fire sticks had my first one for 3yrs no issues. But this 4K one just keeps eating batteries spent 21.00 on batteries and still had to replace every day to make it work so I ended up having to buy a replacement even though it is only 2 months old,1
Debra McKee,Broke after 3 days of usage,"Bought this 50 dollar firestick during prime days for 25 dollars.  If it would've been 50 I'd b throwing more of a fit. This is in my and husband's bedroom so never gets touched by kids. After THREE DAYS of using it maybe a handful of times if that, the center button doesn't work so I'm not able to click on anything which makes the entire thing completely useless. Won't b buying another firestick and will b sticking with ROKU!! NOT HAPPY ABOUT WASTINF EVEN MORE MONEY ON AMAZON PRODUCTS THAT ARENT WHAT THEY SHOULD B. almost seems as if all Amazon products, as they get more popular, the worse quality everything is.",1
Wetz,Remote control goes through batteries like mice through cheese.,"The fire stick works great as long as the remote batteries are fresh. After a few days of non use, the batteries are dead an the remote is no longer paired. Pain in the a$$. Not what I was looking for.",4
Merrill,Bait and switch! Typical Amazon!,"Our old fire tv displayed a promo - 20$ off to upgrade - Had to use the phone app to complete the order, took multiple tries as the app is not made for like a remote. Got it done. Received in the am next day! Dang that was fast! Looked at the bill - nothing off. Spoke with customer service.....According to the terms and conditions of the promo.This is a limited time offer. Qualifying customers only.Amazon reserves the right to modify or cancel the offer at any time.Offer only applies to Fire TV Stick 4K with all-new Alexa Voice Remote, streaming media player sold by Amazon Digital Services LLC.And then.....Upon checking, we have no longer the option to give the 20$ for the promo.GrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrrJust another unsatisfied customer and yet another return!",5
Mark R. Wietstock,Worst fire stick I've ever received,"Worse experience with a firestick, I have 7 in my house but this one sucks, the remote turns the TV on but the firestick has to be unplugged & plugged back in for it to work😡😡 I did the reset & it worked one day, think o need a replacement.",3
Mary Ann Evans,Waste of money,"It worked for the first 2 days, after the control would no work & I would have to change the batteries every single time I wanted to turn it on or change the channel. It eventually stopped working. Had it less than a month.",1
Bill S.,Only worked for a few months.,"Remote died.  Fire stick stuck at menu.  Tried everything, unplug & replug, changed batteries, press and hold buttons mentioned in problem shooting.  Nothing worked.  Nowhere to talk to person for help. Very frustating!",1
Hernan Cespedes,A miss on understanding customer satifaction,Unfortunately our first experience with our fire stick did not go well. The stick did not boot up to the setup instructions. Followed by a technical support call that did not meet a customer satisfaction criteria. I ordered the Firestock in the morning and installed it about 10 hrs later. When requesting a replacement on a same day order I was given the option of only replacing the fire stick itself and a delivery  2 days later. Asked if they could just send me a whole new fire stick set with next day delivery I was told no,1
Gsp,This thing is trash.,"                    The media could not be loaded.                 This thing is terrible. It barely works. It randomly restarts itself all the time. I am actually going to have to call Amazon about this. It has one job, stream stuff, and it doesn’t seem to like doing it. I have trouble shooted the daylights out of this thing. It’s updated. It’s the original chord and power brick. It’s a brand new really nice tv. So annoying!",1
anita jones,how is this an upgrade,"It takes forever to load ANYTHING.  Unbelievably inefficient hardware components.All tech support wants to tell me is that I have to reset my wireless router, but I promise it is not the wireless signal as no other device is having issues - just the FireTV stick.  Right out of the box it wouldn't download the update - nor would it work without updating first.  After maybe 20 power cycles - I'm not exaggerating - the stick finally downloaded the update.  Now it takes an EON to load any menu - the worst of which is HBO max.  After 10 minutes of loading menus, I then have to wait several minutes before a video actually begins to play.Again - this has NOTHING to do with the internet connection as the OLD fire stick had no issues.  I bought this as an upgrade to the old fire stick since it could no longer handle the new update.  The old one was great for years.  This feels like a hardware downgrade... I'd return it but the old stick is now obsolete.  So I'm stuck waiting for eternity.",1
FCRP,Have to change batteries every 7-10days,"I have used Fire Sticks for years and have always been happy and recommended them to others.  I bought two of this model, the picture quality and functions of the stick are good.  I gave this model one star because I have to change batteries every 7-10 days, this is getting expensive.  Amazon replaced one remote with a refurbished one, will see if there is an improvement.  I now take the batteries out when not in use.  I am no longer a happy customer, I no longer recommend Fire Stick to others.  I’m ready to switch to Roku.",1
Amazon Customer,A Battery Killer,"Purchased this unit around the 3rd of June, and at first, I thought I was purchasing bad batteries. I found out that the Fire TV remote was draining my batteries at the rate of two a day.",1
Abby Clabaugh,Durability and Life of product is terrible,My family and I love this product but my 1 star problem is the life of the fire stick. They have not lasted longer than a few months. And the warranty process takes a week to get a replacement - meanwhile you can order a new one and receive it in 2 days. This process or product needs tweaking.,1
Melodie,Too old to appreciate all the features,"Fire stick very small, buttons not clearly identified, on/off, volume, guide, etc. This product is not geared toward senior citizens.  We are watching sparklight,not using streaming features;  fewer working TV's in our household and cost is higher.  System is geared for a much younger generation.",1
Matt,SERIOUSLY AMAZON?,"The Fire TV Stick 4K streaming device is truly amazing. With the additional apps offered in the App Store, there is something for everyone in the family from cartoons dating back to the 1960’s and before to action, adventure, sci-fi and documentaries of the 21st century.I only gave this a 1 star review because -even though the entire system was under warranty-  after 3 weeks when it suddenly stopped working, Amazon sent me a used remote as a replacement 😡.  A USED REMOTE and that’s it? SERIOUSLY AMAZON?  I got one bad apple and you replace it with a dried up seed.",1
Merrill,Avoid,My fire tv stick got stuck on the logo screen after automatic update routine.Amazon customer support said they are aware of the problem and trying to fix it on their end. They said it may take a while and asked me to be patient (meaning having no streaming for indefinite time…).It has been days without a solution and when I asked them to replace it they told me it is out of the 1 year warranty. I told them it is not a warranty issue because they actually bricked the device with a bad update. They don’t deny that fact but still will not replace with a new unit and I now have a brick with no support.Amazon do not stand behind their own products the way they used to and I’m only getting an overseas support with bad english and robotic behavior.I am canceling my years long prime membership and getting my content elsewhere.Shame on you Amazon.,1
Mark R. Wietstock,Didn't work out of the box,"I finally broke down and ordered a Fire Stick, intending to replace my Roku. So far it has been nothing but a disappointment. The brand new Fire Stick wouldn't pair with its brand new remote control, and when I attempted to contact customer service through the website provided in the instruction they tried to charge me for customer service. Came to Amazon (dot) com and contacted customer service through here, and after several minutes of preparing the exact same steps I had already tried, I now am waiting on a new remote control. You're not off to a good start, Amazon, I expect a new product, especially one with the type of hype given your Fire Stick, to work properly out of the box the first time. If the new remote works I will improve my review, if not, I expect a full refund.",1
rbpeirce,Fire stick burn out,Fire stick would not work even with customers service he wanted me to buy a 200 e card which made no sense but you cannot get the code to work so I want to return and the 2 year warranty,4
Kathy N.,Fire stick got on fire!!!! dont even know what to think,"I recently got this device because I was told they work really well on 4k devices and the 1st week they worked just fine. Anyways, on Monday, May 12-year-old daughter was watching tv and suddenly she got an error message saying fire stick 4k stopped working and 2 minutes after that the device got on fire. She was home alone because I just had left the house to buy some food. she called me terrified because the device got on fire and right after the TV got on fire So I had to drive back home super fast to stop the fire.  Thanks god I was fast enough to make it home on time and shut the fire down, This could have burned my whole place down. I lost my tv but I could have lost everything here . I dont think I will use your services again. now I have to take $1.300 to get and new TV and replace the furniture",5
Jacki,Device is being stuck on Downloading software,"This is a really bad experience. I was not able to set up the stick. The device was always being stuck on downloading the latest software. I tried to multiple approaches to fix this issue, including rebooting the device, resetting the device to the factory setting. None of them works. No other choice. I kept the TV on. After 1.5 hour, the log in screen was shown up. I used my account to log in. After retrying for 3 times, the device was finally registered with my account. When I watched the movie, the blurred screen was shown up after playing the movie for 1 minute. I rebooted the device and retried. The issue was exactly same. I have been using Fire TV Stick for 6 years. I purchased this new device for getting better experience. But I am totally disappointed. Unfortunately, Amazon doesn't allow customer to give zero negative star rating. So, I give this product the lowest rating.",3
Russell A. Spencer,Horrible experience,"Hands down one of the worst experiences I’ve ever had. I bought this, trusting amazons direct product, only to be extremely disappointed. IT WILL NOT CONNECT WITH REMOTE. I tried all the trouble shooting in the book, then on this app, then on YouTube. Still not working. I called and explained that I ordered this so I have tv when I move 8 hours away. They say they can’t help me because they can’t ship me a replacement or refund because my info wasn’t updated. I’ve been a prime member for a LONG time, and order stuff ALL THE TIME. I have a horrible taste in my mouth about it currently. Not to mention, I explained I was frustrated, and the customer service agent seemed to think it was funny, and make sly remarks. If I could leave less stars I would.",1
:0,Can't Unlock Get Older Firestick,"All Firesticks are not the same. This one cannot be unlocked so you can add whatever apps you want.I'd suggest you looking at an older model. I don't know when they removed the option to unlock it.Like, I have unlocked several of these, and there is no wY to unlock this particular one.I'm upset because I got this one for my mom, to replace another one",1
Branden M.,Failed.,Took an hour of searching the web to find something that would help me get this to work. Amazon help was useless. Finally got it to work for 3 days and it just quit. Nothing. It’s just dead. Ready to toss it and try Roku.,1
Kyle,Updated remote is crap,"I ordered this over 2 weeks ago and it came with same day Prime shipping.  I went to set it up and the remote would not pair with the device.  I got this to replace another 4k Firestick that worked but the batteries on the remote depleted and needed replaced DAILY.  I contacted customer service the day after I tried to set up the device that would not pair with the remote.  I went through several things with them on the phone that I had already tried.  In the end, they said that it was defective and would ship a replacement.  I am STILL waiting for a replacement, the shipment keeps getting delayed.  I don't know how it is possible to order something and get it the same day but it takes so long to get a replacement....",1
Waz Toro,If only it liked to work,We’ve had this 4K Fire Stick for a couple of weeks and it’s been glitchy since day 1. It reboots several times an hour and the video color sometimes turns completely pink and other times completely white with purple accents. It’s bizarre and annoying. We realize the issue is specifically with the 4K stick as our other non-4K sticks work perfectly (both new and older ones).,1
Billy DVD,If I could give it 0 I would.,Second time I’ve bought one of these (I’m an idiot I know). The remote stopped working after a month. Tried the TS steps and never worked again. After month five it stopped working all together. None of the troubleshooting steps worked and it’s now going in the trash. Get a Roku or good smart tv instead. Don’t buy this cheap garbage.,1
Edwin,Not worth my time...go back to cable,"Without parental control, stations automatically use credit card without permission. I fixed that problem  by setting parental control with a pin number which caused the problem of constantly putting pin number in which was so annoying, I took it out and went to Spectrum for an additional cable box.  Cheaper with Spectrum as there's no charges for channels. Unfortunately, the representative from amazon chat refused to allow me to return it. An additional issue is every Fire Tablet & devices are connected to it as well. This setup needs improvement, such as NOT connecting to Amazon & credit card. THAT I am unable to reverse.",1
Merrill,Storage space extremely limited!,"It is very disappointing that the available storage on the device is not ample to load a few basic apps.  I am constantly receiving messages of not having enough space and need to clear cache, that works for one day till it’s necessary again. It also drops out of the application during mid stream because when fire stick is full you don’t get best performance. I have only the basics loaded - Hulu, Showtime, Netflix and Starz.  Super frustrating.  Also can’t delete the Amazon preloaded apps to gain more space. I don’t use any of those except prime video, wasted space.  Searching other options to fire stick like Roku.  I will be done with fire stick until they allow you to delete their apps to gain space or simply increase storage.",1
Mark R. Wietstock,Only last for one year!,Keep getting error 1061. Required restarting the stick to watch shows. I you buy it expect no support other than a poor community forum. If you really want one buy a 2 year warranty!,1
Karla ,Worthless piece of crap,Bought two together. First one quit working in 10 days. Second one quit a month later. Amazon refuses to replace them. Customer service is a freaking joke. They don’t care about issue with their product.,1
I Lo,The remote quit working 3 days after it was installed.,"Everything seemed to be working fine and after turning the TV off for the evening the remote would not work the next morning. I called the help line and the lady tried to get it working again by having me reboot it, but it still did not work. The remote and Fire stick quit pairing with one another. She ordered me a new remote. I’m wondering if this is common or not. What a hassle!",4
Tom,Poor Amazon Service/Support,We received this as a new item on January 2nd and were excited to get it to replace an older model which had stopped working.  Unfortunately this unit stopped working after only 3 months of use.  When we reached out to Amazon after doing some trouble  shooting we were offered a replacement.  The replacement arrived quickly but to our disappointment a 3 month old item was replaced with a refurbished item.  So we have a defective unit and we get someone else's defective unit as a replacement.  The replacement we could not get the remote to pair up with the refurbished unit and support indicated that the remote must also be bad and are sending a new one which will take 6 days to get here.  Honestly I am extremely disappointed in Amazons response to this problem.,5
MJM,Amazon forces updates and if they brick your device make you buy a new one,"There is no way to opt out of updates.  Then when the device gets stuck in the update loop they say you must purchase a new one and give you a 15% off.  If you complain enough they offer a 25% off purchase of a new one.  Sorry but you bricked my device with your forced updates, I'm going another route.",3
Al,Very Disappointed,"I got to use the Firestick for 2 days for maybe an hour each time. After that the remote just seized to work, wouldn’t connect to the fire stick, went through every tutorial possible to reestablish the connection and nothing. Tried new batteries, the alkaline ones they recommend, still no luck. Tried unpairing my other tv remote to not disrupt frequency between them, nothing. I’ve spent probably 5 hours messing with it and still no luck whatsoever. Would love to be refunded or sent another to try again. :(",1
13stars,Don’t buy it. Didn’t last three months,We used it less then a dozen times in just over two months before it started flashing a black screen with the audio cutting out. Apparently this happens a lot bc it’s under the trouble shooting area.Amazon’s solution is to just reduce the quality of the show your streaming. We had it down to 240 and it was still flashing. Call Amazon and they say. “Try unplugging it.” Wow. And it is not my tv or WiFi bc the smart function on the tv still works fine it’s just a pain to use.Can’t return it and Amazon doesn’t want to send a replacement. So I would recommend avoiding this and getting anything else.,1
J.D,Garbage.,"I’ve been using this FireTv Stick for over a year now and I couldn’t be more disappointed. When compared to an Apple TV 4K, this is literally the “Walmart” of streaming devices. It’s cheap, available, and will do the job in a pinch. Other than that…I couldn’t be more frustrated. Even with a 115 MBps connection, it’s still buggy, laggy, and an overall disappointment. If you want cheap, you got it. If you want something that will work, without frustration, look elsewhere.",1
Amazon Customer,OUTDATED BY NEW TV,"I have purchased 4 of these FIRE STICKS since they were first introduced. They worked  great on my older TV's and on the TV's in many hotel rooms. However, after purchasing 2 new TV's this year, I realized these FIRE STICKS are obsolete. Specifically, for the past several years all TV's come with built in apps identical to those provided by the FIRE STICK (including AMAZON MUSIC and AMAZON PRIME VIDEO). Consequently,  there is now no need to tie up an HDMI and USB port on the TV with the FIRE STICK not to mention there is no need for 2 remote controllers not the inconvenience of registering accounts like NETFLIX twice - once for the TV app and again for the FIRE STICK app. I will still keep my latest FIRE STICK in my suitcase to use on business trips since many hotels have yet to upgrade their TV's to the newer models with the built in apps - but they will, in time.",1
Donna Olson,This product sucks,I can no longer watch any of the apps I’ve downloaded and can’t figure out what is wrong. It definitely isn’t plug and play. Lasted only a few months. It’s like it took an update and I can no longer sign in with my tv provider on apps. Apple TV is much better even though you can’t get to the internet.,1
Lydia James,Stopped working,"After having this a very short time, it stopped working. I changed batteries. I can only turn it on/off and adjust volume. Nothing else works. Alexa button, home button, guide- nothing works.It stinks since I just bought 2 of these and it’s the only remote for TV’s. Disappointed in product. Now I’m worried the 2nd one will stop working as well.",1
Merrill,Didn't last a year,"I own 2 Fire TV sticks and the 4K Fire tv stick. I bought the 4K Fire tv stick in February 2022 and as of November 2022, it no longer functions. I will not buy a replacement.",1
Mark R. Wietstock,Worked great until it didn't,"Responsive system, but remote stopped working after one year. Changes batteries, tried resetting, unpairing/repairing but no fixes working. Now I'm stuck with deciding if I want to buy a new fire stick every year try a different brand.",1
Gil Yaron,This is very poor TV service,I hate this streaming service………you have to switch to the guide to be able to change channelsThere is a lot of wait time..in switching to the guide & backAlso the wait time as the blue cicle goes around & around,1
Christel johnson,Terrible.,I ordered a new 4k fire stick to replace my older model. When it arrived it worked okay for a few days and then had streaming issues. Constantly had to restart and reconnect. Thought it was my internet connection but all my other Wi-Fi products worked fine. Sometimes it wouldn’t work at all. When I tried to get help to replace it Amazon made it seem like I was doing something wrong and didn’t want to replace it. Just told me to keep restarting it.,1
Mattie Lipscomb,WARNING DO NOT WASTE YOUR MONEY,"This is my second generation Firestick and in general I love it.  However it sucks the battery life so fast that I’ve had it for 3 weeks and have had to replace the batteries four times.  The batteries I installed yesterday just died.  Naturally I googled the issue and this is a known problem without a fix, so yes I can go through the hassle of a replacement only to get another one with the same problem.  Don’t waste your money until there is a fix.",4
steve rodel,New Home Screen format is a pain in the neck!,"Amazon recently decided to reformat the Fire TV Home Screen and made features more difficult to navigate.  There used to be a banner at the top where I could select ""Free to Me"" which eliminated all selections that required an extra charge.  Now I have to scroll through selections that I have no interest in buying.  On top of a recent price increase for Prime, this additional step is just one more annoyance designed to lure customers into emptying their pockets to keep the Amazon empire growing.",5
Jacky X.,Absolutely Horrible,Don’t Waste ur money get a roku!! Absolutely unhappy with this product!! Our roku which lasted us 5 year went out finally I decided to try this Firestick that’s supposed to be amazing!! Well the voices don’t match up when u watch a movie!! Makes watching movies frustrating cause u see people taking but don’t hear what they say til 3 seconds later!! I won’t ever buy this product again,3
Michael Lalonde,Bad build quality!,As a device designed to stream content yes it works and it works as it should. But I own 5 and every single one of the devices HDMI port is non functional or intermittently functional if the TV gets nudged or the cord get nudged it power cycles. Making every single one useless. Buy a Google TV build quality is substantially better.,1
Sunlyonis,disconnected from internet often,This firestick is great especially if you have Amazon prime you can watch great tv shows and movies and the pictures quality is superb. The only downside I experienced with this is that you have to connect it to the internet like 2 per  times per week even if your already connected. sometimes your watch a movie and it just disconnects from the internet.,1
TNJ,A product that does not relate as programmed,"I started prime video with a lite fire stick and recently purchased two others, one for the current TV because I believed it would be a better experience and the other for a LG plasma TV I am about to add to my service.I went into the prime philosophy slowly and realize the complicated way these products can relate but did not for me.I Have all three registered thru amazon and could not get the system to recognize me.After one hour I sought out help but the phone service was no longer an option and the bot help couldnt adapt and by that time I began to feel too sick to continue  due to elder health issues.I hope to get this straightened out and in no means intend insult just not everyone can do the same thing.There were other help pages but were not visible on my computer to continue with the prompt.,because I couldn't see it even though I almost removed the dock.I reverts back to the lite stick.,and after about 15 minutes I was reconnected, so it is this product.Thankyou",1
Amazon Customer,Worthless,"Not sure why but the new model is useless for people like me who use headphones with the tv and firestick, Old 1 I had the sound was fine but the new 1, useless junk to me, If you use headphones because you can't hear the tv sound as good then avoid firestick, it will be useless to you, Why does a company never ask advice from people that use a product then design it for what people want, Pathetic,",1
Jeff Siegel,Remote drains batteries within a day,I have had this device less than a year and have had to replace the batteries in the remote more than I can count. It’s at the point where it won’t last more that 24 hours before running out. Contacted Amazon and all they could do was offer a %15 discount for an entire new device. I looked it up and it seems it can be a common issue that Amazon chooses to ignore.,1
Merrill,Remote controller DIED,"I bought 2 and the remote controller in one of them just stopped working, I've replaced the batteries and tried ""resetting it"" with button combinations and nothing works, I ended buying a new one.",1
Mark R. Wietstock,No instructions or owners manual included.,"I bought the item in July of 2022 and it is now stuck in the back of the junk drawer.  It came with NO guide, instructions, or manual.  How the heck am I going to install this equipment?  Folks.....help a customer out and send some instructions.  I promise I will recycle the paper.",1
Ryan  O,8 DAYS OLD - IT STOPPED WORKING!,"It was good while it worked, but no w again YouTube won’t play the videos.  I’ve now gone through 3Amazon Fire Sticks in 2 weeks !  The Fire Stick that I bought on a Black Friday sale, my old one, stopped playing YouTube.  I unplugged, rebooted, multiple times, no go…  I bought an Amazon Fire 4k for approximately $54.00 with one day shipping.  That one lasted 11 days only…. Then I found this cheaper one with a deal, 8 days no YouTube again!  I’m returning the $54.00 one, and this one.  I’m done with Amazon streamers.  I sent lots and lots of messages to YouTube and to Amazon about the issues.  I don’t care for Amazon technology in general.  This is another huge failure for Amazon technology.",1
Kindle Customer,Stutters like crazy,"Too much bloat and stuff running in the background. Stutters and video jitters all the time no matter what. Thousands of complains once you start searching for a solution. Apparently this has been going on for years now, Amazon knows this and they still haven't fixed. No Chromecast compatibility either, only Airplay. For Chromecast you need to purchase an app.Overall, not worth it. I bought it to replace a Roku Stick and a Chromecast with a single device, but it simply doesn't cut it. Back to my trusty Roku that plays everything without issues, plus it also has private listening, something I also wish this device had.",1
David Henry,Broken,"Once again for the third time we have another broken fire stick. Doesn't usually power up has to be unplugged and plugged back in, disconnects from the wifi, can't connect to the remote. I'll have to return it",1
Patrick HIll,Will not work with wifi router,"When I plugged it in, it ask for my WiFi number. In keying it in the Firestick would not come on. (Verizon) is the carrier. I purchased this firestick for my sister, it is her TV that won't work",4
Heather Speir ,Not worth it to upgrade,"I kept getting ads for this to replace my old model at a discounted rate that really wasn't as discounted as they made it seem - $20 off ""list"" means only $10 off. But I got it hoping that ""that mouse channel"" wouldn't be a completely frustrating s-show everytime we tried to watch it, but it's the same bad stream quality. As far as Alexa, I DO NOT want any of that voice recognition at all. It's not that hard to press a button which you have to do with Lady A anyhow. Just stay with your old model.",5
Craig Rehor,FIRESTICK SUCKS!!  I SWAPPED ALL 7 FIRESTICKS FOR GOOGLE CHROMECAST,"I have 7 firesticks & they all suck!  CONSTANT buffering issues, shows will stop for no reason & it sends you back to the home page.  I'm convinced that Amazon doesn't want to work with Hulu as any Hulu app/show has twice as many issues as any other streaming service.  Shame on Amazon as they are only hurting their customers by doing this.  I SWAPPED ALL 7 FIRESTICKS FOR GOOGLE CHROMECAST & HAVE ZERO ISSUES!!  NO BUFFERING, NO STOPS/FREEZES, NO RESETS.  THAT TELLS YOU SOMETHING.",3
Dawn Boulac,Remote Stopped working,I installed my fire stick on to my TV in Feb 2022. It's not even 3 full months & the remote just stopped working. I tried changing the battery but that did not work. Several attempts to pair the remote also did not work. This is the second time i face this issue as my previous Amazon stick stopped working & had issues with remote. This is disappointing & frustrating when a new item stops working. Purchasing or replacing the remote is not easy as well as it will cost me same money that i spent to buy the whole things. What a shame that Amazon can not ensure quality control of their own products....,1
K. Gerhart,Would've Been Nice If It Worked,"The remote wouldn't pair, fresh out of the box. Multiple attempts were made to get assist from Amazon Support to fix the problem, but none of the employees contacted were of any help. Upon reading the questions under this device in Amazon Support, it appears this is a known and common problem. You'd think that Amazon would've fixed it by now, but they just kept replying that they were aware of the issue and looking into it. That was at least 4 weeks ago. I have no clue why they are still selling them, when they are defective out of the box.",1
Brinna,CBS AND ABC apps DO NOT WORK,There is an obvious glitch with logging into your TV provider using both the CBS and NBC applications. Called into tech support months ago and am being told they are still working on the problem. Will not progress  to password on ABC nor NBC,1
nathanael peterson,3rd Replacement Stick,"I'm on to you, Amazon.They tank my stick every so often to force me to buy a new one.  This is the 3rd one I've had to buy.  The last one got stuck in an endless update loop.",1
Merrill,This will not stem Disney plus,Don’t waste your time trying to figure this all out. Disney and Amazon are in some kind of dispute so you cannot get it to stream on the device. Ironically it has a Disney plus buttonBuyers beware it will not stream and will get error code 83,1
Mark R. Wietstock,Horrible Renote!,This remote drains my batteries DAILY!! I only use this firestick for 2 hours a day and I have to change the batteries every dang day or it will not work!! If I would have known this I would have never bout this! I’ve tried cheap batteries expensive batteries and rechargeable batteries NOTHING WORKS!,1
Michael Cross,Shipping  problems,The  product is fine my fire stick came  to my house. But the television i ordered from  Amazon  at the  same  time  went  to my  neighbors house  and  was left out in the  rain. Very disappointing. And  an issue  of great  concern. I had  my reservations about this  from  the  beginning. I purchased  an extended  warranty with  the  TV and  it is  working  fine for  now. Im just  lucky  my neighbor is honest. This  could have  turned  out  badly. Lucky  for me  and  Amazon it didn't. Buying  underwear from  Amazon  is one  thing. Buying a big  ticket  item  is  another.,1
Jim,Not working after less than a year!!!,"I was very impressed at first but considering I bought less than 9 months ago and it already isn’t streaming my shows right…that’s beyond disappointing. It has quite a few streaming options, which is great. However mine has stopped showing the show/movie and it just sits on a loading screen, sometimes the sound still works but it won’t play any movies or tv shows correctly so now I have to get something else.",1
Sports Fan,Conked out in less than a Year! Extremely dissapointed with quality.,"Ordered this product just about a year ago (Nov. 2021) and worked ok. Then all of a sudden, it COMPLETELY Stopped working (10 months of use). I suggest, if you purchase that a WARRANTY is in order. Good luck. Like they say...""you get what you pay for"" just to mean, the LOW Price has no bearing on Quality.",1
Angela S.,Remote Control is Flimsy,"The firestick works just fine.  It does what it's supposed to do.My issue is the remote control.  I've bought several over the years and the most recent one I bought is noticeably different.  To be quite honest, it feels like it was made with wet paper.  Every time I press a button I'm fully expecting the remote to completely crumble.  And on top of that the price is double what it was just a few short years ago.  I'm not impressed at all.  Come on Amazon get your act together.  I remember when manufacturers and sellers used to be proud of their products.  Unfortunately we live in a different world.  The toys I had as a kid were built of better materials.  But I digress.  The fire stick works as it should, just not too sure how long the remote will last.",1
thomas powell,Nothing could make it work with my tv.,"I'm simple, but my lady is tech-savvy, and even she couldn't get it to work.  Also, there was no damn Alexa.  Didn't even have the button for voice control.",1
Dina R,Garbage,"Owned it less than a year. It resets at least once per hour. The only amazon tips on how to correct this were using the supplied power cord and plug. We are, yet this thing still resets. It works great otherwise, but having to reselect yours shows repeatedly after it takes two minutes to reset is not my idea of a good product.",1
Betty Harris,Not compatible with Disney +,"Spent an hour on the phone with Amazon tech-support installing software updates being told that we could definitely get Disney+ to load and let me login. With no success, I eventually tried to contact Disney+ and looking through their FAQs on their website, Amazon fire stick is not listed as a compatible device. There’s a button for it on the remote and there’s a picture of the Apple icon on the box all of this is very misleading!",4
ryan,Older Model More Reliable,"Needed a new remote so I upgraded to this model from the 4K model most recent before this one because it was almost just as much to just buy a new remote than a whole new fire stick.  This new model has a lot of bugs because it frequently freezes no matter what App I have streaming.  Had to unplug from the wall just to restart it.  My last fire stick had no problems.  Not very happy with this purchase.  Only difference I see is the remote has the quick buttons for Hulu, Netflix, Prime, and Disney+ which I don’t care about.",5
