ReviewerName,ReviewTitle,Reviews,Rating
Patricia Logan,Beautiful picture quality,"I love using the voice command on the Utube app, as a professional mechanic we do have time to do all that typing. Lol. I love it",5
GalinBc,"Works great, quick shipping",Easy to install,5
Nathaniel Stewart,No set up just put in battery & ready to go.,Streaming is perfect and Alexa is simple to use just push button and tell what you want and Alexa does the rest.,4
Desiree Montecino,Perfect to make my Sony Bravia tv (2018 model) into a smart tv!,Love this item!,5
EnlightenMe,Lot's movie's,Quality is great,5
Iris,It does the basic job of streaming,"I got this for a TV in the kitchen and wanted something basic and this fit the bill.  I still prefer an Apple TV for any streaming in a dedicated entertainment system as the interface of Apple OS is more elegant and clean.  With the firestick and the Amazon interface, it's a bit clunky.  Of course, Amazon tries to push it's platform of Prime Video so you see that front and center.  Trying to access the other apps (i.e., Netflix, Disney +, HBO Max, etc.) is a bit clumsy through the Fire TV interface, but you can get there with a few clicks, whereas with the Apple TV, all the apps are right there in a grid when it comes on and you can customize it with your favorite apps on the top row.  The Fire TV doesn't allow you to do that (or at least I haven't found an easy way to do it), so would say it is less ""user friendly.""  I also find that it lags a bit at times when trying to access apps.  Other than that, if you are looking for a cheap streaming device on a TV that is not your primary entertainment center to access your plethora of streaming apps, this does the basic job.",5
Cora Frazier,worked right out of the box,worked right out of the box,5
Lynn Edmonds,Fácil y rápido de usar,"Excelente, para mi suficiente.",5
Amazon Customer,synched with the prime accounts very quickly.,picked up the prime accounts and the Paramount and other streaming services on setup. Saved a lot of time by not having to do all that again.,5
Matt,Very pleased with it!,I had no idea that buying a fire stick would be an alternative to turn my TV into a smart TV.,5
Merrill,Good for the price,Pretty good.  It works well with our samsung tv.  I have to figure out how the mic works yet,4
Mark R. Wietstock,Great buy,"Caught it on sale, great buy",5
Debbie,Great way to watch everything,"I’m using 4 of this in my house, 4k version is really good, it’s faster and feels smoother than previous models",3
Lynette Wilson,Absolutely love this,We love this!  It has many channels and it allows us to bring the stick with us when we travel to watch our favorite channels.,5
antonio aguilar,I now can watch all my new movies.,Love it.,5
James Mzik,Very well,I like,5
roberttheb,Weeks qell,Works well,5
Austin Mooney,Great,Just great!,4
petra sipe,Excelente aparato,Funcionamiento rápido,5
Gary Shafranski,Best thing I’ve ordered !!! Great quality ans so easy,,5
jackie,Works as advertised,It’s ok,5
henry's girl,Easy to set up,Light weight,5
Merrill,Streaming not always better.,No instruction manual.  Probably has many features I've not found.  Takes many more steps to get to regular TV than before.  Not pleased w streaming cause Thousands of programs I'll never use.  FSTK rremote quit working and Smart TV remote took over.  OH Well.,5
Mark R. Wietstock,Remote dose not work properly!,Remote dose not work properly!,5
Geeg,Like it much better than Roku,Streams much faster and more stable than other products I have used and I like that it works with Alexa,4
Banshee,10/10,,5
Amazon Customer,We love it great buy,We love it that we turned our old plasma into a smart tv and it was a great buy,3
stacy stewart,Great Picture,I like the great 4k picture.  Don't like how Alexa doesn't always understand what it is I want.,3
Al,Great little device easy to set up,We live out in the country with limited Wi-Fi service. This item works well.,5
jessica tanner,cutting the cable ties,heard about this from co-workers bought one and wow opened my eyes to another world of TV now i have 3 of them one for each TV  and no longer have a cable bill i only pay for internet,4
wreed,Finally upgraded,I had the 1st generation firestick. This new ine is so mich faster and easy to use. Highly recommend,4
Tom,Streaming,I would like numbers on the remote so I can enter a specific channel rather than have to scroll thru all of them.  Also I would like to just press a button to go back to a previous channel. I use this for streaming,5
Melissa Bennett,Nice Fire Stick,"I had a little problem to set it up, but once this is done, it works real good.",5
Anthony Nepa,very user friendly  and effective,Very simple really... added a tv so installed  firestick 4K .  This is a repeat purchase,5
Merrill,Excellent product! Easy set up! Highly recommend!,,5
Mark R. Wietstock,Exelente,"Exelente, me gustaría un poco más de velocidad pero por el precio está muy bien, lo recomiendo.",5
Cassandra ,"Like the fire stick options, but initially had a hard time to navigate same","Again, I liked all the options, but had a hard time to navigate same, hopefully something would show to give short cuts",5
Ruth Grimaldo,Works Great!,Item works like it's supposed to.  Easy to download apps and there is no issue with the stream quality. Great buy.,4
Bill Fab,Simple to install and navigate,Simple to install easy to follow and navigate thru all the option plus all the iptions,5
RARE,Works better for Paramount Plus,This Fire TV Stick 4K fixed my problem I had using ROKU. With ROKU Paramount Plue would not remember where I left off and this fixed that and WOW the reception is awesome with HDR and I'm getting Dolby Digital Extended on audio.,3
Dr. P,muy bien,me agrado mucho,5
Ed,Real good fast every thank you,Real good fast every thank youI’m real happy with the fire stick square fine thank you,5
Barbara Espericueta,No problems hooking up to tv!,Love Firestick much better than Roku. Easy to hook up to tv even for someone technically challenged like me. Works great!,5
Vane Nastov,Great addition to an older TV.,Hooked this up to an older TV in a summer home. Direct TV had been in place. Can watch all we want now (including TNF) with great quality. Hookup was very easy. No negatives from me at all for this product.,5
Gina,Movies & Thurs nite FB,Abundance of movies & Thurs nite FB,4
Irvin S.,Fire tv,Really very helpful,5
Merrill,Nice!,I really like how responsive the fire stick works. You can easily navigate anywhere very quickly.,5
Mark R. Wietstock,Great deal,Firestick was perfect for what I needed. The reduced price was lower than my local shops.,5
stefany,Works as Advertised,The Fire Stick was easy to set up and begin using.  Glad I got it.,5
william e haas,EZ Setup!!,"Easy, peazy setup!!",5
francisco j quezada,Life saver,"Turned my non-smart tv into a smart tv. Love it. Lots of apps to choose from. The only thing I don’t love is that the stick needs to be plugged in, which means a cord hanging down from behind the tv.",4
Heather ,Excellent,"This is a great device. I didn’t want to spend a lot on a smart tv and the guy in the store recommended the fire stick. I was using my laptop connected to the tv for the various streaming apps and instead I’m now using this fire stick and a very clever remote, half the size of the previous one. One case of technology really improving our lives.",5
David Fravel,An excellent addition to streaming,Wouldn’t live without my fire sticks. I own several and I’m never disappointed in the quality,3
JoAnne,excelente articulo,"muy buena compra, porque pude ver aplicaciones que antes no podía por temas de licencias o region con la tv Smart que tengo. Aunque me falta aprender algunos temas con el comando de voz.",5
Kenny B,Great fire stick,Much improved picture quality and stream quality. No more audio delay. Very easy to set up and use. Amazing entertainment value.,5
Midwestern Woman,Smoother,Replaced a dying unit I had before. setup was automatic.  simply. kinda scary nice,5
Amazon Customer,Great buy!,"Everything is good, I got it to be able to watch a variety of things!",5
Diane Berben,Happy I got this!,I’m glad I got this. I had an older version that wouldn’t turn on my tv. But this one is great! It has all the buttons I need and it have the power and volume button as well. Yay!,5
Merrill,Not used as yet,Have not used it yet but it is hooked up.Hopefully as good as advertised.,5
Mark R. Wietstock,Turned an old smart tv into a REAL smart TV,"Easy to use and set up, this device turned my old smart TV into a REAL smart TV.  My old TV has limited apps, and no way to add more.  This is a simple solution!It also ADDED many streaming channels, and by adding an antenna, they  allowed me to fully cut the cable cord.  Internet is required for streaming.",5
Patricia Carty,Great Streaming Device!,Love the remote features as long as my kids don’t loose the remote again I am happy!,5
Ghostryder,Easy to setup,No complaints very good quality,5
Robert Conley,Works okay and great quality,Works okay and great quality,4
Eliezer Mayi,Easy to install,"Since I already have Two other Fire Sticks and one Echo, setting up the new Fire Stick was almost automatic, taking less then a minute. Follow instructions first timers, and you'll be happy with the ease of installation.",4
David J. Ramsey,Best Stick I have used,"I have tried them all and this is the best by far. I would love to be able to afford all Cubes but if you dont need all those features that it provides, this is the best thing rolling!",5
Amazon Customer,The best,Good price,3
ILLA B TAYLOR,Love it,Love this fire stick and it was so inexpensive more than worth the money!!,5
April,Great product!!!,We cut the cord and now we just stream with the fire stick and saving a ton of money!!,5
Levan bucho Butskhrikidze,the best invest for fun,,4
SR17,Works well,"This Firestick works well. On rare occasion when streaming, there is buffering but I suspect it's the movie app or my wifi, not the Firestick. I rarely use Alexa but I believe it works fine. A good deal.",5
Merrill,Works perfect.,Great product.,5
Mark R. Wietstock,Thank you,Thank you,5
Bajan girl.,Does more than expected.,I get more out of this than subscription tv. Will buy another at least.,5
CESAR RUIZ,Fire stick 4k,A little slower than my 4k max but overall does the Job ....came quickly,5
Jesus N.,Upgrade if you are thinking about it,I had the old old original fire stick. And I had a feeling that I needed to upgrade. My streaming was SUPER slow I had to unplug and plug back in the stick constantly to have quality picture. I thought maybe it was my 5G home internet issue. But something told me I should try upgrading the stick first. Voila problem solved 200%,5
Matt and Michelle,"Es genial, muy rápido, excelente dispositivo","Funciona perfectamente, mandos y búsqueda por voz, integración con Alexa sin ningún problema",5
Alberto,"I just purchased, but I am very happy so far!","Confusion about what my first bill will be, not sure I'm doing when it wants a subscription to it,wish I just knew if I'm exactly  being charged the package only ,just making sure if my bill stays the same each month 🤔",4
pastor Debbi,Easy to use after setup,Waited 3 weeks after purchase to install it for my husband to watch football. Am still learning how to use the others apps. Bit of learning curve on how the remote works. But proud of being able to successfully  figure it out.,5
Virginia G. Cozart,Batteries were not working,I thought something was wrong with the device. Then figured out the batteries are dead. Before you send an device don’t you suppose to check if it of good quality.,3
Rhonda,Works great,"Works great, easy to set up. Only thing that doesn't work is asking alexa to turn the TV on but turning it off with voice works just fine. Voice control remote that's included is a time saver!",5
Richard E. Clark,Very nice quality,I like this product for streaming programs.  I can't think of anything that I dislike it for.,5
Richard Bolz,Works great and has an amazing picture quality,"The Fire TV stick works well and provides a better picture quality than we were getting from cable.  The Amazon Prime menu takes a little getting used to, but the streaming of shows is working well.",5
Merrill,"FAST, i love using it","My existing firestick became so slow that it wasn't usable.Not sure if was amazon planned obsolence.The streaming and channel changing is instant now and the remote has VOLUME and MUTE!!!The bad piece is PRIME in general buries ALL the stuff you buy in menus that are barely usableHundreds of shows i have bought are impossible to navigate.  It is 2022 and you still cannot group and sort by year, genre, favorite etc.",5
Mark R. Wietstock,Can’t tell I’m streaming so smooth.,Great assortment to choose from. Pretty much like Direct tv only WAY cheaper.,5
Michael Hoffman,Easy to set up,It was very easy to set up and the price was awesome to.,5
JOSEPHINA,Good,I just wish i was givin the 3rd new firestick because i previously purchased 3 but was only compensated with full tefund for 2 of them .But the 2 i have so far are working good,5
Theresa Garcia,Perfect,Perfect,5
Cheryle P.,Much better than my old one!,There streaming is much faster with the 4k over our old fire stick!,5
Vince,Great!!,Excellent,5
george j martin,La unidad que te da este aparato,Me encanta 😊 me convirtió mi tv regular en un Smart TV,5
George,I think this is the best streaming device.,"Very user friendly, high-quality and a very low price given these factors.",4
Susan Misconish,Excellent,Love the auto interface with my other fire sticks and installed apps,5
Alfonso Martinez,Love this unit,"We had been using an older Roku device that was acting up and was lower resolution.  Got this device on special sale and love it.  Really like the 4k quality, the fact the remote controls the unit, our LG TV and Onkyo surround-sound.  Connecting/sync'ing was a breeze.  Also like all the options under Settings including increasing your privacy if you don't particularly want the world knowing exactly what you watch. Note that we do NOT have Alexa (circle back to us not wanting the world listening/knowing what we watch, now add to that the entire world knowing every word being said whether you want that or not) so can't speak to the interface with that (""Asian country"") made spy device.We most definitely recommend this unit.",3
voracious reader,Great,I just hope it continues working as well as it does...love it,5
Merrill,Works great as everyone already knows BUT DONT PAY FULL PRICE BC IT GOES ON SALE OFTEN,Works great as everyone already knows BUT DONT PAY FULL PRICE BC IT GOES ON SALE OFTEN,3
Mark R. Wietstock,Works great,Stream quality is good. I don’t use voice recognition or Alexa integration.,5
Cynthia Leto,Happy I bought one for extra tv,"Purchased for extra older tv that does not have app capability but does have HDMI outlets. The voice recognition is a plus! Purchased at the prime day price, which was an excellent price! Would recommend.",5
Enyel Hernandez,Nicely designed unit!,Nice unit.  It's useful to unplug the power for 30 seconds every week or so to clear the temporary memories.  Can fix a number of probems with slow speed reception.  I don't use the voice recognition option.,5
Jeff Faust,Better picture,Made the switch from Satellite to Hulu.  Thought about getting another TV because we felt the picture wasn’t very good but with the new 4K Firestick picture is much improved.  Very satisfied,5
Joe Bruin,Fire stick worked great to stream. We do not have smart tv’s,Wanted to stream our tv’s and get rid of cable.  Thought we would have to purchase new smart tv’s. The fire stick enabled us to stream without having to buy new tv’s,5
John Murcavage,Firestick +,Bought it since our TV couldn't be upgraded.  Works great.,5
Amazon Customer,Complete television control,Complete television control. The beauty of this device is that we can turn the TV on and off turn the volume up and down and select a program or from one small control,5
Leinel Amauris Sierra Diaz,I like it sound is hood and Alex remember,Sound recognition Alexa integration,5
Martin,Nice,Have bought a few and have gifted a few also.  Better than other streaming devices.,4
Lynda H.,It is great,It very easy to install and deliver wht it promise,5
D. Kerns,Good device,N/A,3
Merrill,Money saver,Love the many choices we get for just the cost of the fire stick. There are shows we miss from subscription  n May end up subscribing but so far I  love it.,5
Mark R. Wietstock,Perfect except for a tiny bit of play in the battery cover,"I got this to replace an older more basic model and I'm extremely pleased with it. I was surprised by the seamless integration with my old tv remote capabilities. And it's way faster than the old one with no synchronization problems. But the battery cover had a tiny bit of play that was extremely annoying. Easily fixed with a little bit of electrical tape, but it should never have been there.",5
Amazon Customer,I love it,"I love how easy was to configure it and that I can also control my tv with it,arrived on time and well  packed I definitely recomend this one over the old version",5
Afrin Hoque,I’m ready for 4K,"I’m still waiting for 4K services. But I’m ready for when that time comes, lol.",5
Amazon Customer,Fire Tv stick 4k,"Love it hands down perfect, couldn’t be happier.  ❤️",5
Gerald Shelvay,ok,ok,5
AJ,Fire,Works like a 🔥 stick,5
Sixto,Perfect stream device,Perfect if you don't have good internet it works perfect I would buy again,5
Warren Frankel,Great product,So much better than the old one I had,5
Dave,Works great!,So easy to set up! My second time purchase.,4
Cathy Jo,It serves its purpose,There is nothing that I dislike about this product.,5
Amazon Customer,firestix,works great just like the one we had before,4
Merrill,Nice Upgrade,Our old Firestick began to have streaming problems. Getting this new one fixed all our issues. It was easy to set up too. Just plug in and follow on screen prompts.,5
Mark R. Wietstock,"Easy to set up , good quality","Many good apps available, Alexa is great for times of not wanting to type.",3
Edward Pritchard,Overall it’s okay. I hardly use Alexa.,My sound routinely gets out of sync and I have to unplug the fire stick and then plug it back in to fix it. The fix doesn’t last long,5
Frederick,Awesome!,Love my firetv sticks more than anything else I’ve tried. Better quality and has everything I need on it. Plus I can take it anywhere when traveling like hotels and/or family/friends.,5
James S.,"Bought on sale, love these",Should have upgraded my old Fire Sticks ages ago. They were so buggy and I constantly had to reset them or at least restart them. I didn't upgrade them cuz I kept thinking maybe I was going to get smart TVs but I never did and these new Fire Sticks are brilliant they work flawlessly and they control the TV power and TV volume on all my TVs and just overall work so much better. Very happy I bought these when they went on sale.,5
SEI,"great quality, excellent value",I like that the Fire Stick does not need to be stationed like other streaming devices. It can just go hidden behind the tv. It works quickly and the video quality is great. Its also a nice gift for someone that just got their own place and does not cost as much as other streaming devices so no need to break the bank! It’s a very good value.,5
Shagland,It okay,Still trying to work with it need MORE time no in a hurra,5
Katherine Lynn,Firestick awesome for viewing everything,Firestick changes the way you see tv the price is excellent. Thank you amazon....,4
Gino,I like it,It was easy to install and great product,4
Marisol Padilla,Annoying buttons for certain streaming services!,"I bought my new fire stick to replace an earlier version that gave up the ghost. What I got in return was one that has buttons for Disney+, Netflix, Hulu, and Amazon. It is really annoying to accidently press one of the streaming services I don't use! I then need to exit that and return to whatever show I was watching. May be useful to someone who uses all those services, but I don't and they are annoying! I wish I could disable them.",5
A J,fire stick,liked got me where i wanted to be,5
Leni,Fire stick,Great gadget and easy to install works great,5
Merrill,This item rox,"As described, nothing else to add. It does what it says it does.",5
Mark R. Wietstock,Good,This works well for me. I recommend it.,4
Shali Urquhart,Works great!,Works great good price and easy set up.,5
Ericson D.,Had to replace an older version of firestick....new one works great !!!,The new version #4 firestick works great !!!,3
Gabrielle,Great buy..,Has a lot more features.. Great price !!.,5
Susan Parent,its worth the price,This was easy to install and set up,5
Luis Arcangel Chacón Rodríguez,This is a user-friendly Strick.  I love it.,I wanted for a long time to get something for my TV.  This was the best TV decision I ever made.  It's that easy and that good.,5
Amazon Customer,Excellent product,Used for Thursday night football. Excellent vewing,5
Shaun Wilhelmi ,Well Worth Upgrading,"Replaced an old fire stick that died.  The upgraded remote makes it worth the price. It controls my old 2006 Insignia TV and my Samsung soundbar too. So instead of turning on the TV with one remote, changing the volume with another and the Firestick with another, one remote does it all.",5
donald wylie,Much faster,A lot faster than older fire stick,5
D_lay123,Works just like it should,just what the wife and I wanted,4
Giselle andrews,remote stopped working after 7 weeks,"i bought this new set of fore stick and remote lat aug. 2  coz our old one stopped working.  I was happy when i got this coz everything works fine.  But today, our remote stopped working. We did all the tricks they’re saying on what to do when the remote stopped working but nothing happend. It’s a waste of money coz this things are not cheap. Now, i feel like i have to buy a new replacement remote.  I HOPE AMAZON WILL FIX THEIR REMOTES AND NOT GIVE US TRASHY REMOTE.",5
Merrill,Satisfied customer,We were so happy with our first fire stick that we purchased another one for our second tv. Now we're going to order another fire stick our third tv!,5
Mark R. Wietstock,It works,I can watch a lot of movies,5
Hannah,Great works good,Works great movies news whatever you want,5
René Grados Fontes,it works great but..,I love the 4k fire sticks. I got a bunch of them. But there is a little problem. I need to download software that shuts down the apps that run in the background of the fire sticks. It is a pretty big problem if you don't know how to fix it. It makes the ram so slow. But other than that. They work great! Just make sure to clear the ram and force shutdown each app to make the fire sticks run as smooth and you bought them.,4
Carolyn,Just as advertise,Product work just fine just as advertised,5
Jan in WI,Speedy delivery,I’ve bought 3 of these in 3 weeks because my puppy finds them and chews thr. Up.This one was the exact item I needed and it arrived quickly!,3
S. Mohapatra,Works great,Works great many free streaming services included.,4
Amazon Customer,Easy as pie to setup.,"I plugged it into the HDMI outlet, enter my account email and password. Then enter code you receive to verify your account and Tada! Ready to watch right away.",5
Carolyn Steel,"FAST, EZ set up and expands our TV viewing nicely","Fabulous product, EZ to set up and we LOVE it!!  AAA+++",5
"John A. Webb, Jr.",Nice,It’s a 4k fire stick. Works well,5
Calvin Hobbess,Want an easy way to add a TV to your home at a low cost? Firestick.  No cable. No dish. Just WIFI.,"I wanted a TV to watch while we exercised in the basement.  If I added it to my cable setup, I would need another box from the cable company (additional $10/mo.) and probably a house call for service to change- out existing hardware ($100).  I had an extra TV so all I needed was a Firestick and WIFI savvy son-in-law ($50).",5
April M Neal-Nava,Closed captioning is impossible to figure out…,Cannot get CC working. We use the fire stick to access PBS and love the BBC programming but need CC to fully understand the dialogue.,5
Merrill,Works great,Works great have had no problems .,5
Mark R. Wietstock,Love this 2 in one!,"I upgrade it and I am so happy to only have 1 remote for all my tv apps and features. Go for it, do not think it twice!",5
shannon,Love my firestick Tv,Love everything about my fire tv,5
Regina Bickford,Easy setup Fire stick.,It took no time to setup. The only time consuming part was resigning into all your other apps and streaming service which you only have to do once.,4
Binura Senadeera,"Es un producto excelente, tuve muy buenas experiencias",En forma general me agrado completamete,4
Jernabean ,Terrific,Easy to use and great quality,5
Aquiles Bello-Amazon Customer,It's amazon. Get it.,Love this forever and always <3,3
Adela hernandez,excellent product,works great easy set up and play.,5
JuanJo Flores,Works as described,Works great and simple to install.,5
Bruce,Turns any tv in to a smart tv!,"This is great. I have a nice 55” 4K tv, but it isn’t a smart tv. We don’t have cable and aren’t able to pick up a lot of local channels where I am. This little device fixed that problem completely. Now I’ve got access to all of the features I  would receive with a fire tv without having to replace my current tv. All you need is an Internet connection and a tv with an HDMI port. I highly recommend this product.",5
Andy L.,Good,Turns dumb tv into smart tv,5
Blackwidow,Fire stick,Easy to install and excellent reception. Ton’s of movies new releases and order movies.,5
Merrill,I don’t have Alexa Other than the remote.,"I love it. Negotiate with your cable company for a better rate on your Wi-Fi and I use YouTube TV, Netflix, and Amazon prime of course. Cancel the cable and saved me about $100 a month, and that includes adding the service of YouTube, Prime, and my NetFlix subscription. Still savings and the DVR option is awesome.",5
Mark R. Wietstock,WHAT TOOK ME SO LONG?,Wish I would have gotten this along time ago…I had been using Vizio Smartcast to watch Prime Video and Netflix… Smartcast is worthless.. This Firestick works great….,5
Nina,Totally recommend,It was on time great product,4
Amazon Customer,Fire Stick Works Great!,I order the basic Fire Stick and it works great so far!  Set up was easy and I might subscribe to some more services/stations.  Thanks!,4
Michelle C. Smith,Love that it has volume control,Really like the new ones better !!  have a question about my other two it seems as they get older they get slower is that possible?,5
A. Roberts,Super fast navigation and streaming.,Excellent upgrade from our old firestick.,4
Souldj,Batteries that weren’t dead would be better.,Firestick works fine. Setting up the remote would have been easier if the included batteries weren’t DOA.,5
Judith ,Fire TV is nice but not much different from Roku,Fire TV is nice but not much different from Roku.  Only have seen a few channels different between the two  Check out both before buying.,3
Katie Holcomb,Works great. Love fire stick,Works great. Love fire stick,5
Binks44,Super easy to set up,"My cable company decided to do away with their boxes, and went to IP cable tv through the Firestick.  It's taken a little getting used to, but I like it!",5
Mrs.Leola,ABSOLUTELY Amazing!!,"I have no problems,Amazing product!!",5
E. Adame,Definitely would buy again,"Great product, works as described!!!!!",5
Merrill,Easy to set up,Easy to set up & use. I haven't set up Alexa or voice yet. It was on sale and I feel I got a good deal.,5
Mark R. Wietstock,Works great,"works great, like the remote",5
caito49,Fire stick,"Love it, glad we upgraded",5
Dave Morgan,Very good for the price,I find this much easier to use than both of my Ro-u's.  Streaming very rarely get pixellated or I would have given it a 5.,5
terri,Nothing like making life easier technology!,Nothing to dislike!  Try it you’ll love it!,5
stranger,easy set up and access to movies and live TV,"Fire Stick has worked well, i have installed it on 3 tv's in our home with no problems, replacing cable TV.",5
nohemi zermeno,Love it its the best,I love it it work good,5
Stephanie D. Tiner,Great product,"Sorry not at home, no photo is available, but it’s product is great, have no problems with it, was easy to set up and use",5
Dennis,Easy Streaming,"If you want easy access to the streaming world available on line you can't pick an easier or more cost-effective solution than the Fire TV Stick.  Easy to set up, has it's own remote with logical menus. Really everything you need in a simple package.",4
Tinker,Quick,The old one I had was 7 years old and not doing the trick.  This one is fabulous with the voice recognition and Alexa.,5
Scott Smith,"Works very well, easy to use, great picture and sound",Best steaming device that I have owned to date,3
Daniel Vizcarra,Awesome Upgrade,I had an old Firestick and it was glitching and finally just stuck in loading mode. This new one was worth every penny! What difference!,5
Merrill,This was a good update,"We bought this to update an older fire stick that my son gave us. I love it, it has volume and power control for the TV and seems a lot faster than our old one. It has on screen instruction and almost set itself up.",5
Mark R. Wietstock,Superb,The 4K Fire TV Stick with remote is all that it's been advertised for. Easy to use. Nice streaming quality. And blameless Amazon service.,5
Kindle Customer,Love my fire stick,Easy to install. Easy to use. Love Prime TV,5
tweich,Cutting My Cable Bill,I ordered the Firestick as my cable bill is outrageous. There are a lot of programs to watch. The remote is easy to use. I ordered a glow in the dark cover for the remote. I'm very happy with the firestick and programs offered. I wish I had cut the cable months ago.,4
Patricia Preston,Better than Roku Express!,"Using same internet connection, no buffering with Firestick compared to constant buffering and lost connection with Roku Express. Love using only one remote, too.",4
Amazon Customer,"Goodbye Dish, Hello Fire TV Stick 4K","I was paying over $180/month for dishNetwork watching very few of their package useless channels.  My Fire TV sticks are the perfect streaming devices.  They're small and easily hidden behind TV or HTS.  Fire TV Sticks give me everything I like and more.  I only pay for the the streaming services (YouTube TV, Hulu, Amazon Prime, HBOMax, AppleTV, and others) I want and like.  Having a single controller to control Fire TV, Television, AppleTV, and Home Theater System is a big plus.  I will be buying my 3rd and 4th FireTV Sticks soon.",5
Amazon Customer,"Works great,",Just don't buy the service plan in this case. Had that on my last one and it was no help when the unit started failing.,5
Shamika Montes,Works Great!,Easy setup! Works great!!,4
None,Question,Can I access HBO max and Apple TV YouTube and also Live TV cause it’s taking longer to activate and it’s saying it’s unavailable.,5
Jamisha,Worth the money!,I purchase product when it was on sale it was the easiest install and setup great remote I would suggest this product to others,4
danburycarol,Fire,"It’s a fire stick lol so we know what it’s good for and does, I do like the new Alexa remote and voice control.",5
Crystal K.,Third  device we’ve purchased. Work GREAT.,Voice search is good,3
Merrill,love this,I really like this. No issues finding and adding my fave apps. Love how i can see my camera feeds on the tv screen,5
Mark R. Wietstock,Quality,I like the quality,5
Paul Robinson jr.,Love the Fire Stick,This is my second purchase of a Fire Stick. I put it on my second TV. Works great and love the voice search feature.,5
Efrain Vega,good,"it works prefect, happy to watch disney plus",5
Ms. T,The power adapter is barely adequate,"Once I got this working, then it works great.  The instructions tell you to use the supplied power adapter and cable and I was indeed able to get it working that way.  However, if you want to use a longer HDMI cable, you also have to buy an HDMI coupler female to female.  However, using a longer HDMI cable resulted in the TV complaining of a weak signal and not showing a picture.When I tried using this Fire tv stick with the Amazon Ethernet Adapter for Amazon Fire TV Devices, the stick kept re-booting and would never finish the boot sequence.  All the advice online says to use the supplied Amazon power adapter and cable.  However that advice is wrong.My problem was solved when I replaced the Amazon power adapter with a 1.5 A power adapter (can't read the specs on the Amazon power adapter but suspect that it is lower than that).  Now, the fire tv stick and ethernet adapter work flawlessly.  I can use any length HDMI cable I want.So, if you are having problems, my advice is to replace the Amazon power adapter.  I would have given 5 stars if Amazon had included a better power adapter.  I would have given 6 stars if they had included a HDMI female to female coupler.",5
MsPraise,Love it,Works great. Easy setup,5
lawrence dixon,All the fire sticks should be voice controlled,"Love the fire stick,best investment I have made",5
Maria Lukas,Easiest install ever,This was the easiest install I have ever seen. You turn it on and it asks the brand of TV and if you have a sound bar/AV processor and if so what brand. It did it all after that. Now when I power on the Fire Stick it turns on my TV and AV processor automatically and controls the volume on my AV processor.,5
Israel,Needs One Important Update,"This product works very well and is much faster than previous versions. However, would be so much better if the remote control buttons had lights.  It is impossible to use in low-light or dark environments. We ditched cable and now solely stream through FireStick and the only thing I miss is the lighted remote control.",5
Will,It was very easy to use!,I love the fact that it was so easy to use to program the Tv.I love it.,5
scoota,Love being able to control the tv…,Love the fact I can control the tv with this remote.  Eliminates the need for multiple remote controls.  Very responsive also.,5
CeQ,it is great product,"it is a great product it is fast has lots of movies, i din't like however that alexa could not understand me when i was speaking clear english.",4
Merrill,I got these as gifts for my family and they work great so far no problems,Stream quality and very simple to use,5
Mark R. Wietstock,Easy setup and operation,Easy to setup and use. Intuitive operation.,3
Irene Hernandez,So perfect for my needs!,"Plug and play as advertised. For once I had no difficulty installing something new for my TV.  I've had no issues with streaming my favorite shows and once I realized you have to hold the Alexa button while you talk, she's been perfect!  I'm so glad I finally got one!",5
Anniemae,Works great,"Used it on my TV, works great.",5
Tigerestjen,Super product!,Works very well and easy to set up.,4
Linda J. Braxton,Wonderful product,Easy to use,5
Jax,Stream quality is excellent.,I have found it easy to use.,5
Jebadiah J. Points,Excellent quality!,Works great and arrived sooner than expected!,5
Tim Chewning,Fantastic product - saving $$$ by cutting cable tv,Streaming YouTube TV on my home and cottage tv’s. Excellent picture quality and and cut my cable bill almost $100/month. I have not found any programs I normally watch unavailable.Works at my cottage using my cell phone personal hotspot.,5
Debz17,This is so nice,This is something.,5
L K WEISBARTH,Good product,Works as expected,4
Shealynn,Buy the fire stick and do not buy the google streaming,"The Amazon fire stick is so much better then Google model. Google is always breaking down, but the Fire Stick plods on all the time without problems.",5
Merrill,Easy to setUp,Easy to set up and use…every week or so gets it gets a bug up it’s behind and gives the blue spinning wheel of death…no not internet connection because prime live will still load and play shows on my iPad with no issues….but still like the fire stick,4
Mark R. Wietstock,Great for price,Great gor price,5
roger hollingsworth,works as advertised.,Love it all.,3
Paul Reichard,Great product and great service. Thank you very much,Everything is good,5
Robbie,Love this product! Recommend to anyone!,Love this product,4
cin_sph66,The fire sticks streaming is excellent.,"Used for streaming,",5
Tim Gran,Easy,Easy to use,4
Barbara-Dee,It works,It works great,5
Tim Dailey,It is worth buying,"It's unbelievable, movies unlimited. Great product",5
Jake C,Works great,For TV. Do not use Alexa,5
Patricia Mullen,Worth the money,This new Fire Stick 4k HD Ultra is faster and has more clarity than my old Fire Stick. I definitely recommend this product if you have a 4k Smart Streaming TV as my Samsung 65 inch NEO QLED 4K .,4
Neil B.,Amazing,"WAY BETTER THEN ROKUMy favorite device I’ve ever used I LOVE it! You can listen to music, sign into all of your favorite apps, use Alexa, and play games all on your TV 😍 you won’t regret your purchase",4
Merrill,Ease of use,Good quality and easy to install,5
Mark R. Wietstock,It works great,It’s works great,4
